fecha,tipo_movimiento,estado,remito,variedad,lote,cantidad_kg,origen,destino,cliente,observaciones,hoja_origen,fila_origen,movement_number
2026-06-02,INBOUND,CONFIRMED,882,Spunta,SPUNTA-530,24544.000,,Dospanca,,b.naranja-h.verde dtv 13840687-3 | Transporte: fran cambronera,Env a Frio,53,XLS-ENV-A-FRIO-882-R53
2026-06-02,INBOUND,CONFIRMED,883,Atlantic,ATLANTIC-600,31620.000,,Cecive,,b.naranja-h.blanco dtv 13839055-1 | Transporte: cerone(sotelo),Env a Frio,54,XLS-ENV-A-FRIO-883-R54
2026-06-02,DISPATCH,CONFIRMED,1123,Agata,AGATA-240,30800.000,Dospanca,,,Retiro de frío. b.blanca-hilo celeste | Transporte: cerone(raphael),Ret Frio,17,XLS-RET-FRIO-1123-R17
2026-06-03,INBOUND,CONFIRMED,884,Spunta,SPUNTA-320,29600.000,,Cecive,,b.blanca-hilo amarillo-dtv 13844762-6 | Transporte: cerone(sotelo),Env a Frio,55,XLS-ENV-A-FRIO-884-R55
2026-06-03,INBOUND,CONFIRMED,885,Spunta,SPUNTA-600,30720.000,,Cecive,,b.naranja-hilo blanco dtv 13848365-7 | Transporte: cerone(raphael),Env a Frio,56,XLS-ENV-A-FRIO-885-R56
2026-06-03,INBOUND,CONFIRMED,886,Spunta,SPUNTA-600,13656.000,,Cecive,,b.naranja-hilo blanco dtv 13848832-2 | Transporte: cerone(sotelo),Env a Frio,57,XLS-ENV-A-FRIO-886-R57
2026-06-03,INBOUND,CONFIRMED,886,Spunta,SPUNTA-601,17380.000,,Cecive,,b.naranja-hilo negro dtv 13848832-2 | Transporte: cerone(sotelo),Env a Frio,58,XLS-ENV-A-FRIO-886-R58
2026-06-03,INBOUND,CONFIRMED,746,Spunta,SPUNTA-320,48780.000,,Santa Ana,,GRIMME | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,54,XLS-INGRESO-TOLVAS-SANTA-ANA-746-R54
2026-06-03,DISPATCH,CONFIRMED,1124,Agata,AGATA-240,5544.000,Dospanca,,,Retiro de frío. b.blanca-hilo celeste- SOLO CHASIS !!!! | Transporte: fran cambronera,Ret Frio,18,XLS-RET-FRIO-1124-R18
2026-06-04,INBOUND,CONFIRMED,747,Sagitta,SAGITTA-500,9500.000,,Santa Ana,,16 bolson-peludo-tolva | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,55,XLS-INGRESO-TOLVAS-SANTA-ANA-747-R55
2026-06-04,INBOUND,CONFIRMED,747,Agata,AGATA-243,28840.000,,Santa Ana,,51 bolson-peludo-tolva | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,56,XLS-INGRESO-TOLVAS-SANTA-ANA-747-R56
2026-06-04,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-50,38200.000,Belmonte,,,Retiro de frío. granel-paraguay | Transporte: camillo(mario),Ret Frio,19,XLS-RET-FRIO-S-REMITO-R19
2026-06-05,INBOUND,CONFIRMED,748,Agata,AGATA-243,44860.000,,Santa Ana,,56 bolson+ 2 tol.grimme | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,57,XLS-INGRESO-TOLVAS-SANTA-ANA-748-R57
2026-06-05,DISPATCH,CONFIRMED,1125,Asterix,ASTERIX-820,28740.000,Dospanca,,,Retiro de frío. b.verde-h.blanco | Transporte: cerone(sotelo),Ret Frio,20,XLS-RET-FRIO-1125-R20
2026-06-06,INBOUND,CONFIRMED,889,Agata,AGATA-243,29720.000,,Dospanca,,b.blanca-h.negro dtv 13870340-1 | Transporte: cerone(sotelo),Env a Frio,59,XLS-ENV-A-FRIO-889-R59
2026-06-06,DISPATCH,CONFIRMED,1412,Spunta,SPUNTA-50,34800.000,Sasula Balcarce,,,Retiro de frío. paraguay | Transporte: tapia,Ret Frio,22,XLS-RET-FRIO-1412-R22
2026-06-06,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-50,39840.000,Belmonte,,,Retiro de frío. granel-paraguay | Transporte: camillo(mario),Ret Frio,21,XLS-RET-FRIO-S-REMITO-R21
2026-06-08,DISPATCH,CONFIRMED,1126,Agata,AGATA-240,26720.000,Dospanca,,,Retiro de frío. b.blanca-h.celeste | Transporte: cerone(raphael),Ret Frio,24,XLS-RET-FRIO-1126-R24
2026-06-08,DISPATCH,CONFIRMED,1413,Spunta,SPUNTA-50,34860.000,Sasula Balcarce,,,Retiro de frío. paraguay | Transporte: jodar,Ret Frio,23,XLS-RET-FRIO-1413-R23
2026-06-10,DISPATCH,CONFIRMED,1414,Spunta,SPUNTA-50,34860.000,Sasula Balcarce,,,Retiro de frío. paraguay | Transporte: gabino santiago,Ret Frio,25,XLS-RET-FRIO-1414-R25
2026-06-11,INBOUND,CONFIRMED,749,Atlantic,ATLANTIC-418,39860.000,,Santa Ana,,44 b.peludo+grimme | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,58,XLS-INGRESO-TOLVAS-SANTA-ANA-749-R58
2026-06-11,DISPATCH,CONFIRMED,1127,Agata,AGATA-242,28140.000,Dospanca,,,Retiro de frío. b.blanca-h.blanco | Transporte: fran cambronera,Ret Frio,26,XLS-RET-FRIO-1127-R26
2026-06-12,INBOUND,CONFIRMED,751,Spunta,SPUNTA-320,25600.000,,Santa Ana,,Transporte: camillo/mario,Ingreso Tolvas Santa Ana,59,XLS-INGRESO-TOLVAS-SANTA-ANA-751-R59
2026-06-12,INBOUND,CONFIRMED,752,Sababa,SABABA-530,26180.000,,Santa Ana,,Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,60,XLS-INGRESO-TOLVAS-SANTA-ANA-752-R60
2026-06-12,DISPATCH,CONFIRMED,1128,Agata,AGATA-242,28000.000,Dospanca,,,Retiro de frío. b.blanca-h.blanco | Transporte: cerone(raphael),Ret Frio,27,XLS-RET-FRIO-1128-R27
2026-06-12,DISPATCH,CONFIRMED,1415,Spunta,SPUNTA-50,33920.000,Sasula Balcarce,,,Retiro de frío. paraguay | Transporte: alvaro arenas,Ret Frio,28,XLS-RET-FRIO-1415-R28
2026-06-15,INBOUND,CONFIRMED,753,Sababa,SABABA-530,25200.000,,Santa Ana,,42 bolsones | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,61,XLS-INGRESO-TOLVAS-SANTA-ANA-753-R61
2026-06-15,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-50,10780.000,Cecive,,,Retiro de frío. paraguay en tarimas | Transporte: camillo(mario),Ret Frio,29,XLS-RET-FRIO-S-REMITO-R29
2026-06-16,INBOUND,CONFIRMED,754,Atlantic,ATLANTIC-410,26700.000,,Santa Ana,,GRIMME | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,62,XLS-INGRESO-TOLVAS-SANTA-ANA-754-R62
2026-06-16,DISPATCH,CONFIRMED,1129,Agata,AGATA-242,6244.000,Dospanca,,,Retiro de frío. b.blanca-h.blanco | Transporte: cerone(sotelo),Ret Frio,30,XLS-RET-FRIO-1129-R30
2026-06-16,DISPATCH,CONFIRMED,1129,Agata,AGATA-225,3216.000,Dospanca,,,Retiro de frío. b.blanca-h.amarillo | Transporte: cerone(sotelo),Ret Frio,31,XLS-RET-FRIO-1129-R31
2026-06-16,DISPATCH,CONFIRMED,1416,Spunta,SPUNTA-50,33040.000,Sasula Balcarce,,,Retiro de frío. paraguay | Transporte: alvaro arenas,Ret Frio,32,XLS-RET-FRIO-1416-R32
2026-06-17,DISPATCH,CONFIRMED,897,Atlantic,ATLANTIC-410,35580.000,Planta,,Radino (cristofaro),en planta | Calibre: recibo,Entregas a clientes 2026,17,XLS-ENTREGAS-A-CLIENTES-2026-897-R17
2026-06-17,INBOUND,CONFIRMED,755,Atlantic,ATLANTIC-410,40860.000,,Santa Ana,,GRIMME | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,63,XLS-INGRESO-TOLVAS-SANTA-ANA-755-R63
2026-06-17,INBOUND,CONFIRMED,756,Atlantic,ATLANTIC-410,36640.000,,Santa Ana,,GRIMME | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,64,XLS-INGRESO-TOLVAS-SANTA-ANA-756-R64
2026-06-20,INBOUND,CONFIRMED,900,Atlantic,ATLANTIC-411,25092.000,,Cecive,,b.roja-hilo negro | Transporte: fran cambronera,Env a Frio,60,XLS-ENV-A-FRIO-900-R60
2026-06-20,INBOUND,CONFIRMED,901,Atlantic,ATLANTIC-411,9820.000,,Dospanca,,b.roja-h.negro | Transporte: cerone(raphael),Env a Frio,61,XLS-ENV-A-FRIO-901-R61
2026-06-20,INBOUND,CONFIRMED,901,Atlantic,ATLANTIC-414,21350.000,,Dospanca,,b.roja-h.amarillo | Transporte: cerone(raphael),Env a Frio,62,XLS-ENV-A-FRIO-901-R62
2026-06-22,INBOUND,CONFIRMED,902,Atlantic,ATLANTIC-414,614.000,,Dospanca,,b.roja-h.amarillo | Transporte: cerone(sotelo),Env a Frio,63,XLS-ENV-A-FRIO-902-R63
2026-06-22,INBOUND,CONFIRMED,902,Atlantic,ATLANTIC-411,32640.000,,Dospanca,,b.roja-h.negro | Transporte: cerone(sotelo),Env a Frio,64,XLS-ENV-A-FRIO-902-R64
2026-06-22,INBOUND,CONFIRMED,903,Atlantic,ATLANTIC-411,7068.000,,Cecive,,b.roja-h.negro | Transporte: fran cambronera,Env a Frio,65,XLS-ENV-A-FRIO-903-R65
2026-06-22,INBOUND,CONFIRMED,903,Atlantic,ATLANTIC-414,24340.000,,Cecive,,b.roja-h.amarillo | Transporte: fran cambronera,Env a Frio,66,XLS-ENV-A-FRIO-903-R66
2026-06-23,INBOUND,CONFIRMED,904,Atlantic,ATLANTIC-414,21670.000,,Cecive,,b.roja-h.amarillo | Transporte: cerone(raphael),Env a Frio,67,XLS-ENV-A-FRIO-904-R67
2026-06-23,INBOUND,CONFIRMED,904,Spunta,SPUNTA-601,9966.000,,Cecive,,b.naranja-h.negro | Transporte: cerone(raphael),Env a Frio,68,XLS-ENV-A-FRIO-904-R68
2026-06-23,INBOUND,CONFIRMED,905,Atlantic,ATLANTIC-412,30640.000,,Cecive,,b.verde-h.blanco | Transporte: fran cambronera,Env a Frio,69,XLS-ENV-A-FRIO-905-R69
2026-06-24,DISPATCH,CONFIRMED,908,7 Four 7,7-FOUR-7-700,16800.000,Planta,,Parmentier,en planta mercaderia repasada | DTV: 13974897-2 | Calibre: exportacion,Entregas a clientes 2026,18,XLS-ENTREGAS-A-CLIENTES-2026-908-R18
2026-06-24,DISPATCH,CONFIRMED,908,Agata,AGATA-222,4438.000,Planta,,Parmentier,EN PLANTA PAPASUD-PARMENTIER | DTV: idem | Calibre: sin chicas,Entregas a clientes 2026,19,XLS-ENTREGAS-A-CLIENTES-2026-908-R19
2026-06-24,DISPATCH,CONFIRMED,908,Agata,AGATA-222,5100.000,Planta,,Parmentier,EN PLANTA PAPASUD-PARMENTIER | DTV: idem | Calibre: exportacion,Entregas a clientes 2026,20,XLS-ENTREGAS-A-CLIENTES-2026-908-R20
2026-06-24,INBOUND,CONFIRMED,906,Atlantic,ATLANTIC-412,7735.000,,Dospanca,,b.verde-h.blanco | Transporte: cerone(raphael),Env a Frio,70,XLS-ENV-A-FRIO-906-R70
2026-06-27,DISPATCH,CONFIRMED,909,Spunta,SPUNTA-50,10000.000,Planta,,Agro Selmi,en planta. | Calibre: recibo,Entregas a clientes 2026,21,XLS-ENTREGAS-A-CLIENTES-2026-909-R21
2026-06-30,DISPATCH,CONFIRMED,910,Spunta,SPUNTA-301,32760.000,Planta,,Delcasagro,en planta. | Calibre: recibo,Entregas a clientes 2026,22,XLS-ENTREGAS-A-CLIENTES-2026-910-R22
2026-07-01,DISPATCH,CONFIRMED,911,Sinatra,SINATRA-902,7580.000,Pancani,,Romero Gaston,en pancani | DTV: 14022910-5 | Calibre: recibo,Entregas a clientes 2026,23,XLS-ENTREGAS-A-CLIENTES-2026-911-R23
2026-07-03,DISPATCH,CONFIRMED,913,Spunta,SPUNTA-320,29800.000,Cecive,,Mazzeo Cristian,en cecive | DTV: 14039047-5 | Calibre: recibo,Entregas a clientes 2026,24,XLS-ENTREGAS-A-CLIENTES-2026-913-R24
2026-07-03,DISPATCH,CONFIRMED,1139,Spunta,SPUNTA-302,15200.000,Dospanca,,,Retiro de frío. a planta para trabajar | Transporte: camillo(jaimez),Ret Frio,33,XLS-RET-FRIO-1139-R33
2026-07-03,DISPATCH,CONFIRMED,1139,Spunta,SPUNTA-301,19400.000,Dospanca,,,Retiro de frío. a planta para trabajar | Transporte: camillo(jaimez),Ret Frio,34,XLS-RET-FRIO-1139-R34
2026-07-03,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-50,30780.000,Cecive,,,Retiro de frío. A SASULA PARA REPASAR | Transporte: cerone(raphael),Ret Frio,35,XLS-RET-FRIO-S-REMITO-R35
2026-07-03,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-320,29800.000,Cecive,,,Retiro de frío. cargo directo de camara a Mazzeo | Transporte: fenix v.m,Ret Frio,36,XLS-RET-FRIO-S-REMITO-R36
2026-07-04,DISPATCH,CONFIRMED,1140,Spunta,SPUNTA-301,30700.000,Dospanca,,,Retiro de frío. a planta para trabajar | Transporte: cerone(sotelo),Ret Frio,37,XLS-RET-FRIO-1140-R37
2026-07-04,DISPATCH,CONFIRMED,1141,Spunta,SPUNTA-301,16200.000,Dospanca,,,Retiro de frío. a planta para trabajar | Transporte: camillo(mario),Ret Frio,38,XLS-RET-FRIO-1141-R38
2026-07-04,DISPATCH,CONFIRMED,1141,Spunta,SPUNTA-302,19500.000,Dospanca,,,Retiro de frío. a planta para trabajar | Transporte: camillo(mario),Ret Frio,39,XLS-RET-FRIO-1141-R39
2026-07-06,DISPATCH,CONFIRMED,1142,Spunta,SPUNTA-302,36080.000,Dospanca,,,Retiro de frío. A SASULA PARA REPASAR | Transporte: camillo(mario),Ret Frio,40,XLS-RET-FRIO-1142-R40
2026-07-07,DISPATCH,CONFIRMED,914,Spunta,SPUNTA-50,14620.000,Planta,,Francisco Andreu,en planta | DTV: 14057064-8 | Calibre: desc.paraguay,Entregas a clientes 2026,25,XLS-ENTREGAS-A-CLIENTES-2026-914-R25
2026-07-07,DISPATCH,CONFIRMED,915,Daifla,DAIFLA-352,14640.000,Cecive,,Andreu Jose,en cecive | DTV: idem | Calibre: recibo,Entregas a clientes 2026,26,XLS-ENTREGAS-A-CLIENTES-2026-915-R26
2026-07-07,DISPATCH,CONFIRMED,916,Spunta,SPUNTA-50,29400.000,Cecive,,Delcaso(romero M),en sasula-completa en cecive | Categoría: 540 sasu+50 ceci | Calibre: recibo,Entregas a clientes 2026,27,XLS-ENTREGAS-A-CLIENTES-2026-916-R27
2026-07-07,DISPATCH,CONFIRMED,1143,Spunta,SPUNTA-301,16800.000,Dospanca,,,Retiro de frío. a cecive para trabaja | Transporte: camillo(mario),Ret Frio,44,XLS-RET-FRIO-1143-R44
2026-07-07,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-320,28469.000,Cecive,,,Retiro de frío. saco p/trabajar en cecive | Transporte: cecive,Ret Frio,41,XLS-RET-FRIO-S-REMITO-R41
2026-07-07,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-50,2940.000,Cecive,,,Retiro de frío. saco p/trabajar en cecive completamos a romero | Transporte: cecive,Ret Frio,42,XLS-RET-FRIO-S-REMITO-R42
2026-07-07,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-302,8526.000,Cecive,,,Retiro de frío. saco p/trabajar | Transporte: cecive,Ret Frio,43,XLS-RET-FRIO-S-REMITO-R43
2026-07-07,DISPATCH,CONFIRMED,s/remito,Daifla,DAIFLA-352,14640.000,Cecive,,,Retiro de frío. cargo directo de camara | Transporte: andreu,Ret Frio,45,XLS-RET-FRIO-S-REMITO-R45
2026-07-08,DISPATCH,CONFIRMED,917,Spunta,SPUNTA-301,29440.000,Planta,,Papalini(m.seco),en planta | DTV: 14063633-9 | Calibre: recibo,Entregas a clientes 2026,28,XLS-ENTREGAS-A-CLIENTES-2026-917-R28
2026-07-08,DISPATCH,CONFIRMED,918,Spunta,SPUNTA-301,32080.000,Planta,,Delcasagro-delcaso,en planta | DTV: 14062871-9 | Calibre: recibo,Entregas a clientes 2026,29,XLS-ENTREGAS-A-CLIENTES-2026-918-R29
2026-07-08,DISPATCH,CONFIRMED,919,Spunta,SPUNTA-50,28600.000,Planta,,Francisco Andreu,en planta | Calibre: desc.paraguay,Entregas a clientes 2026,30,XLS-ENTREGAS-A-CLIENTES-2026-919-R30
2026-07-08,DISPATCH,CONFIRMED,920,Spunta,SPUNTA-50,30200.000,Planta,,Francisco Andreu,en planta | Calibre: desc.paraguay,Entregas a clientes 2026,31,XLS-ENTREGAS-A-CLIENTES-2026-920-R31
2026-07-08,DISPATCH,CONFIRMED,1144,Spunta,SPUNTA-302,16930.000,Dospanca,,,Retiro de frío. A SASULA PARA REPASAR B.ROJA | Transporte: camillo(mario),Ret Frio,46,XLS-RET-FRIO-1144-R46
2026-07-08,DISPATCH,CONFIRMED,1144,Spunta,SPUNTA-301,17560.000,Dospanca,,,Retiro de frío. A SASULA PARA REPASAR B.BLANCA | Transporte: camillo(mario),Ret Frio,47,XLS-RET-FRIO-1144-R47
2026-07-08,DISPATCH,CONFIRMED,1145,Spunta,SPUNTA-301,16926.000,Dospanca,,,Retiro de frío. A SASULA PARA REPASAR BOLSA BLANCA | Transporte: fran cambronera,Ret Frio,50,XLS-RET-FRIO-1145-R50
2026-07-08,DISPATCH,CONFIRMED,s/remito,Spunta,SPUNTA-302,22540.000,Cecive,,,Retiro de frío. saco p/trabajar | Transporte: cecive,Ret Frio,48,XLS-RET-FRIO-S-REMITO-R48
2026-07-08,DISPATCH,CONFIRMED,s/remito,Atlantic,ATLANTIC-412,22540.000,Cecive,,,Retiro de frío. saco p/trabajar b.verde | Transporte: cecive,Ret Frio,49,XLS-RET-FRIO-S-REMITO-R49
2026-07-09,DISPATCH,CONFIRMED,921,Spunta,SPUNTA-301,29400.000,Planta,,Papalini(malesan),en planta | DTV: 14070747-3 | Calibre: recibo,Entregas a clientes 2026,32,XLS-ENTREGAS-A-CLIENTES-2026-921-R32
2026-07-10,DISPATCH,CONFIRMED,922,Spunta,SPUNTA-301,29400.000,Planta,,Papalini(conci),en planta | DTV: 14074881-1 | Calibre: recibo,Entregas a clientes 2026,33,XLS-ENTREGAS-A-CLIENTES-2026-922-R33
2026-07-11,DISPATCH,CONFIRMED,924,7 Four 7,7-FOUR-7-700,9972.000,Planta,,Agro Selmi,en planta | Calibre: exportacion,Entregas a clientes 2026,34,XLS-ENTREGAS-A-CLIENTES-2026-924-R34
2026-07-11,DISPATCH,CONFIRMED,924,Atlantic,ATLANTIC-414,22438.000,Planta,,Agro Selmi,en planta | Calibre: recibo,Entregas a clientes 2026,35,XLS-ENTREGAS-A-CLIENTES-2026-924-R35
2026-07-11,DISPATCH,CONFIRMED,924,Spunta,SPUNTA-50,5086.000,Planta,,Agro Selmi,en planta | Calibre: recibo,Entregas a clientes 2026,36,XLS-ENTREGAS-A-CLIENTES-2026-924-R36
2026-07-11,DISPATCH,CONFIRMED,925,Daifla,DAIFLA-352,15150.000,Cecive,,Juan Viale,"en cecive,directo de camara | DTV: 14087809-5 | Calibre: recibo",Entregas a clientes 2026,37,XLS-ENTREGAS-A-CLIENTES-2026-925-R37
2026-07-11,DISPATCH,CONFIRMED,925,Sagitta,SAGITTA-500,15150.000,Planta,,Juan Viale,en planta | DTV: idem | Calibre: recibo,Entregas a clientes 2026,38,XLS-ENTREGAS-A-CLIENTES-2026-925-R38
2026-07-13,DISPATCH,CONFIRMED,926,Spunta,SPUNTA-301,29400.000,Planta,,Papalini(m.seco),en planta | DTV: 14092487-3 | Calibre: recibo,Entregas a clientes 2026,39,XLS-ENTREGAS-A-CLIENTES-2026-926-R39
2026-07-13,DISPATCH,CONFIRMED,927,Spunta,SPUNTA-320,24036.000,Cecive,,Mazzeo Cristian,en cecive | DTV: 14096084-5 | Calibre: recibo,Entregas a clientes 2026,40,XLS-ENTREGAS-A-CLIENTES-2026-927-R40
2026-07-13,DISPATCH,CONFIRMED,927,Yona,YONA-55-B,2404.000,Cecive,,Mazzeo Cristian,en cecive | DTV: idem | Calibre: recibo,Entregas a clientes 2026,41,XLS-ENTREGAS-A-CLIENTES-2026-927-R41
2026-07-13,DISPATCH,CONFIRMED,927,7 Four 7,7-FOUR-7-700,2500.000,Planta,,Mazzeo Cristian,en planta | DTV: idem | Calibre: recibo,Entregas a clientes 2026,42,XLS-ENTREGAS-A-CLIENTES-2026-927-R42
2026-07-13,DISPATCH,CONFIRMED,928,Spunta,SPUNTA-301,29820.000,Cecive,,Delcaso(egea),en cecive | DTV: 14096934-6 | Calibre: recibo,Entregas a clientes 2026,43,XLS-ENTREGAS-A-CLIENTES-2026-928-R43
2026-07-14,DISPATCH,CONFIRMED,929,Spunta,SPUNTA-310,29400.000,Planta,,Del Caso(egea),en planta | DTV: 14099828-1 | Calibre: recibo,Entregas a clientes 2026,44,XLS-ENTREGAS-A-CLIENTES-2026-929-R44
2026-07-14,DISPATCH,CONFIRMED,930,Sababa,SABABA-530,5040.000,Planta,,Gomez S.hecho,en planta | Categoría: papasud-hzpc | Calibre: sin chicas,Entregas a clientes 2026,45,XLS-ENTREGAS-A-CLIENTES-2026-930-R45
2026-07-14,DISPATCH,CONFIRMED,931,Spunta,SPUNTA-301,19600.000,Planta,,Papalini(conci),en planta | DTV: 14104582-2 | Calibre: recibo,Entregas a clientes 2026,46,XLS-ENTREGAS-A-CLIENTES-2026-931-R46
2026-07-14,DISPATCH,CONFIRMED,932,Spunta,SPUNTA-301,11080.000,Cecive,,Papalini(s.v.r),"200 b.roja en cecive,24 b.blanca en planta | DTV: sin dtv | Calibre: recibo",Entregas a clientes 2026,47,XLS-ENTREGAS-A-CLIENTES-2026-932-R47
2026-07-15,DISPATCH,CONFIRMED,933,Spunta,SPUNTA-302,27220.000,Sasula Balcarce,,Delcasagro-delcaso,cargo en sasula bolsa roja. | DTV: 14107968-9 | Calibre: recibo,Entregas a clientes 2026,48,XLS-ENTREGAS-A-CLIENTES-2026-933-R48
2026-07-16,DISPATCH,CONFIRMED,934,Spunta,SPUNTA-50,29400.000,Cecive,,Delcaso(palacio),cargo en cecive | DTV: varios(consumo) | Calibre: recibo,Entregas a clientes 2026,49,XLS-ENTREGAS-A-CLIENTES-2026-934-R49
2026-07-16,DISPATCH,CONFIRMED,935,Spunta,SPUNTA-302,7350.000,Sasula Balcarce,,Papalini(daghero L),cargo en sasula | DTV: 14116681-6 | Calibre: recibo,Entregas a clientes 2026,50,XLS-ENTREGAS-A-CLIENTES-2026-935-R50
2026-07-16,DISPATCH,CONFIRMED,936,Spunta,SPUNTA-302,12250.000,Sasula Balcarce,,Papalini(level Dnd),cargo en sasula | DTV: 14116774-5 | Categoría: daghero damian | Calibre: recibo,Entregas a clientes 2026,51,XLS-ENTREGAS-A-CLIENTES-2026-936-R51
2026-07-16,DISPATCH,CONFIRMED,937,Spunta,SPUNTA-302,9800.000,Sasula Balcarce,,Papalini(martin D.),cargo en sasula | DTV: 14116890-8 | Calibre: recibo,Entregas a clientes 2026,52,XLS-ENTREGAS-A-CLIENTES-2026-937-R52
2026-07-16,DISPATCH,CONFIRMED,938,Spunta,SPUNTA-302,2450.000,Sasula Balcarce,,Papalini(daghero E.),cargo en sasula | DTV: sin dtv | Categoría: daghero edgardo | Calibre: recibo,Entregas a clientes 2026,53,XLS-ENTREGAS-A-CLIENTES-2026-938-R53
2026-07-16,DISPATCH,CONFIRMED,939,Spunta,SPUNTA-302,1078.000,Cecive,,Ostafchuk,cargo en cecive | DTV: sin dtv | Calibre: recibo,Entregas a clientes 2026,54,XLS-ENTREGAS-A-CLIENTES-2026-939-R54
2026-07-18,DISPATCH,CONFIRMED,940,Spunta,SPUNTA-302,29400.000,Sasula Balcarce,,Papalini(londero B),cargo en sasula | DTV: 14129494-6 | Calibre: recibo,Entregas a clientes 2026,55,XLS-ENTREGAS-A-CLIENTES-2026-940-R55
2026-07-18,DISPATCH,CONFIRMED,941,Spunta,SPUNTA-52,30120.000,Cecive,,Francisco Andreu,cargo en cecive | DTV: anular cuando llegue | Calibre: recibo,Entregas a clientes 2026,56,XLS-ENTREGAS-A-CLIENTES-2026-941-R56
2026-07-18,DISPATCH,CONFIRMED,942,Sababa,SABABA-530,5140.000,Planta,,Hzpc,cargo en planta | Categoría: papasud-hzpc | Calibre: recibo,Entregas a clientes 2026,57,XLS-ENTREGAS-A-CLIENTES-2026-942-R57
2026-07-21,DISPATCH,CONFIRMED,946,Atlantic,ATLANTIC-417,31220.000,Cecive,,Vagnoni Andres,cargo en cecive | DTV: 14144476-5 | Calibre: exportacion,Entregas a clientes 2026,58,XLS-ENTREGAS-A-CLIENTES-2026-946-R58
2026-07-22,DISPATCH,CONFIRMED,947,Spunta,SPUNTA-302,12250.000,Cecive,,Delcaso(vera),cargo en cecive repasada | DTV: 14146451-5 | Calibre: recibo,Entregas a clientes 2026,59,XLS-ENTREGAS-A-CLIENTES-2026-947-R59
2026-07-22,DISPATCH,CONFIRMED,948,Spunta,SPUNTA-302,12250.000,Cecive,,Delcaso(romero M),cargo en cecive repasada | DTV: 14149806-1 | Calibre: recibo,Entregas a clientes 2026,60,XLS-ENTREGAS-A-CLIENTES-2026-948-R60
2026-07-22,DISPATCH,CONFIRMED,949,Spunta,SPUNTA-302,3430.000,Cecive,,Delcaso(garcia),cargo en cecive repasada | DTV: sin dtv | Calibre: recibo,Entregas a clientes 2026,61,XLS-ENTREGAS-A-CLIENTES-2026-949-R61
2026-07-22,DISPATCH,CONFIRMED,950,Spunta,SPUNTA-302,1470.000,Cecive,,Delcaso(deheza),cargo en cecive repasada | DTV: sin dtv | Calibre: recibo,Entregas a clientes 2026,62,XLS-ENTREGAS-A-CLIENTES-2026-950-R62
2026-07-22,DISPATCH,CONFIRMED,951,Daifla,DAIFLA-352,4900.000,Cecive,,Delcaso(cima),directo de camara cecive | DTV: 14148327-7 | Calibre: recibo,Entregas a clientes 2026,63,XLS-ENTREGAS-A-CLIENTES-2026-951-R63
2026-07-22,DISPATCH,CONFIRMED,955,Daifla,DAIFLA-352,6370.000,Cecive,,Delcaso(vera),directo de camara cecive | DTV: sin dtv | Calibre: recibo,Entregas a clientes 2026,64,XLS-ENTREGAS-A-CLIENTES-2026-955-R64
2026-07-22,DISPATCH,CONFIRMED,956,Spunta,SPUNTA-310,12250.000,Sasula Balcarce,,Papalini(gabrielli),cargo en sasula | DTV: 14151509-8 | Calibre: recibo,Entregas a clientes 2026,65,XLS-ENTREGAS-A-CLIENTES-2026-956-R65
2026-07-22,DISPATCH,CONFIRMED,957,Spunta,SPUNTA-310,4900.000,Sasula Balcarce,,Papalini(carnelluti),cargo en sasula | DTV: 14151780-5 | Calibre: recibo,Entregas a clientes 2026,66,XLS-ENTREGAS-A-CLIENTES-2026-957-R66
2026-07-22,DISPATCH,CONFIRMED,958,Spunta,SPUNTA-310,12250.000,Sasula Balcarce,,Papalini(garcia),cargo en sasula | DTV: 14151681-7 | Calibre: recibo,Entregas a clientes 2026,67,XLS-ENTREGAS-A-CLIENTES-2026-958-R67
2026-07-22,DISPATCH,CONFIRMED,959,Spunta,SPUNTA-310,12540.000,Planta,,Delcaso(tourn),cargo en planta | DTV: 1415224-8 | Calibre: recibo,Entregas a clientes 2026,68,XLS-ENTREGAS-A-CLIENTES-2026-959-R68
2026-07-23,DISPATCH,CONFIRMED,961,Spunta,SPUNTA-51,30860.000,Cecive,,Francisco Andreu,cargo en cecive | DTV: sin dtv | Calibre: recibo,Entregas a clientes 2026,69,XLS-ENTREGAS-A-CLIENTES-2026-961-R69
